mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice,mPoster
380,Loving Annabelle,"The intelligent Annabelle starts in an elite Catholic girls' boarding high school after being expelled from the previous 2 schools. She's open about being lesbian. She's attracted to her teacher, Simone.","Drama,Romance",Not Rated,2006,77,English,USA,Katherine Brooks,"Katherine Brooks,Olivia Bohnhoff Harris t","Erin Kelly,Diane Gaidry,Laura Breckenridge,Michelle Horn",6.30,https://m.media-amazon.com/images/M/MV5BZTY2MGY1YWQtNzJkMi00Yjg4LTg3ZTgtYmZjNWUxMjI3MDdjXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg
381,The Raid: Redemption,A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,"Action,Thriller",R,2011,101,Indonesian,"Indonesia, France, USA",Gareth Evans,Gareth Evans,"Iko Uwais,Joe Taslim,Donny Alamsyah,Yayan Ruhian",7.60,https://m.media-amazon.com/images/M/MV5BZGIxODNjM2YtZjA5Mi00MjA5LTk2YjItODE0OWI5NThjNTBmXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_SX300.jpg
382,Revenge of the Pink Panther,"To prove that he still is strong and powerful, Philippe Douvier decides to kill Clouseau. Once news of his ""death"" has been announced, Clouseau tries to take advantage of it and goes undercover with Cato to find out who tried to kill him.","Comedy,Crime,Mystery",PG,1978,99,"English, Latin","UK, USA",Blake Edwards,Frank Waldman t,"Peter Sellers,Herbert Lom,Burt Kwouk,Dyan Cannon",6.70,https://m.media-amazon.com/images/M/MV5BMTkxODExMzMwMV5BMl5BanBnXkFtZTcwMjU1MTMyNA@@._V1_SX300.jpg
383,The Case of the Lucky Legs,"A con man who stages phony ""lucky legs"" beauty contests and leaves town with the money is found with a surgical knife in his heart by Mason.","Comedy,Crime,Mystery",Passed,1935,77,English,USA,Archie Mayo,Brown Holmes t,"Warren William,Genevieve Tobin,Patricia Ellis,Lyle Talbot",6.50,https://m.media-amazon.com/images/M/MV5BMDg5NDU5MDgtZWE5Mi00MWY0LWFlMTQtOWU2ODc5OTgwNzg3XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SX300.jpg
384,Shutter Island,"In 1954, a U.S. Marshal investigates the disappearance of a murderer who escaped from a hospital for the criminally insane.","Mystery,Thriller",R,2010,138,"English, German",USA,Martin Scorsese,Laeta Kalogridis t,"Leonardo DiCaprio,Mark Ruffalo,Ben Kingsley,Max von Sydow",8.20,https://m.media-amazon.com/images/M/MV5BYzhiNDkyNzktNTZmYS00ZTBkLTk2MDAtM2U0YjU1MzgxZjgzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
385,Blondie of the Follies,"Two young women find their friendship strained when one wins a role in a Broadway show, and the other's boyfriend begins to fall for her.","Comedy,Musical",Passed,1932,91,English,USA,Edmund Goulding,Frances Marion t,"Marion Davies,Robert Montgomery,Billie Dove,Jimmy Durante",6.50,https://m.media-amazon.com/images/M/MV5BODE4N2VmYmUtMWYwMi00YWEwLWIzYzgtOTkzZDIwNmQ0OWZiXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg
386,Tycoon: A New Russian,"During the Gorbachev years, Platon Makovski and his four buddies are university students who jump on the private capitalism movement. Fast-forward 20 years, Platon finds himself the richest...","Crime,Drama",R,2002,123,Russian,"Russia, France, Germany",Pavel Lungin,Yuliy Dubov t,"Vladimir Mashkov,Mariya Mironova,Andrey Krasko,Levani",6.80,https://m.media-amazon.com/images/M/MV5BMTk3NjQwMTQ2Ml5BMl5BanBnXkFtZTcwNDkyNTUyMQ@@._V1_SX300.jpg
387,Hiroshima Mon Amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,"Drama,Romance",Not Rated,1959,90,"French, Japanese, English","France, Japan",Alain Resnais,Marguerite Duras t,"Emmanuelle Riva,Eiji Okada,Stella Dassas,Pierre Barbaud",7.90,https://m.media-amazon.com/images/M/MV5BMzY2NTA1MzUwN15BMl5BanBnXkFtZTgwOTc4NTU4MjE@._V1_SX300.jpg
388,Dance of the Dead,"On the night of the big High-School Prom, the dead rise to eat the living, and the only people who can stop them are the losers who couldn't get dates to the dance.","Action,Comedy,Horror,Sci-Fi",R,2008,87,English,USA,Gregg Bishop,Joe Ballarini,"Jared Kusnitz,Greyson Chadwick,Chandler Darby,Carissa Capobianco",5.80,https://m.media-amazon.com/images/M/MV5BNzBlNGY3YmUtZTE1Ny00YzdiLWJiYTktZTg3YzgyZDIwYWYxXkEyXkFqcGdeQXVyNzIzMTc2Mw@@._V1_SX300.jpg
389,Police State 4: The Rise of FEMA,Police State 4: The Rise Of FEMA chronicles the sickening depths to which our republic has fallen. Veteran documentary filmmaker Alex Jones conclusively proves the existence of a secret ...,Documentary,NULL,2010,141,English,USA,"Rob Dew,Jason Douglass,Alex Jones",NULL,Alex Jones,6.60,https://m.media-amazon.com/images/M/MV5BMTgxODk4OTc1NV5BMl5BanBnXkFtZTgwODg4ODM2OTE@._V1_SX300.jpg
390,The Questor Tapes,"Project Questor is the brainchild of the genius Dr. Vaslovik, who developed plans to build an android super-human. Although he has disappeared and half of the programming tape was erased in...","Adventure,Drama,Sci-Fi",NULL,1974,100,English,USA,Richard A. Colla,Gene Roddenberry t,"Robert Foxworth,Mike Farrell,John Vernon,Lew Ayres",6.80,https://m.media-amazon.com/images/M/MV5BODYxNzc3NzE5Ml5BMl5BanBnXkFtZTgwODU2NDkwMDE@._V1_SX300.jpg
391,Orphans of the Storm: British WWII Children Refugees in US and Canada,The moving story of the British children evacuated from England during World War II to temporary resettlement in the United States and Canada.,Documentary,NULL,1989,58,English,USA,NULL,NULL,NULL,4.40,https://m.media-amazon.com/images/M/MV5BYjQyNzRkZTctMDEwMi00ZTY0LWI3MmItOWU4NzUwZGMyNjlhXkEyXkFqcGdeQXVyNzI4MDMyMTU@._V1_SX300.jpg
392,Dirty Girl Gangbang 2,NULL,Adult,NULL,2004,NULL,NULL,NULL,Andrew Ascolta,NULL,"Greg Centauro,Jessica Fiorentino,Gabriel Montoya,Marco Nero",8.80,NULL
393,The Old Man & the Gun,Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.,"Biography,Comedy,Crime,Drama,Romance",PG-13,2018,93,"English, Spanish","USA, UK",David Lowery,"David Lowery,David Grann t","Robert Redford,Casey Affleck,Sissy Spacek,Danny Glover",6.70,https://m.media-amazon.com/images/M/MV5BOTk3NjU5MjIxM15BMl5BanBnXkFtZTgwNjU0OTU2NTM@._V1_SX300.jpg
394,Leviathan: The Story of Hellraiser and Hellbound: Hellraiser II,A documentary uncovering the history and the making of Clive Barker's Hellraiser (1987) and Hellbound: Hellraiser II (1988) films.,Documentary,Not Rated,2015,476,English,UK,Kevin McDonagh,"Nicholas Helmsley,Gary Smart","Peter Atkins,Simon Bamford,Imogen Boorman,Doug Bradley",6.40,https://m.media-amazon.com/images/M/MV5BMTkxODMwNDQ5MF5BMl5BanBnXkFtZTgwMDg0NzQ3MjE@._V1_SX300.jpg
395,Annie Oakley,A romanticized biography of the famous sharpshooter.,"Biography,Drama,Romance,Western",Passed,1935,90,"English, Sioux",USA,George Stevens,Joel Sayre t,"Barbara Stanwyck,Preston Foster,Melvyn Douglas,Moroni Olsen",6.60,https://m.media-amazon.com/images/M/MV5BNmRmNGE4M2MtYTZjNi00MzY2LWExMzUtMzk4YTQ2MWVkYzVkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
396,Code Name: The Cleaner,"An amnesiac wakes up in a hotel room next to a dead FBI agent and $250,000. Is the sexy lady in the lobby his wife? Is he a spy or a cleaner?","Action,Comedy,Crime",PG-13,2007,84,English,USA,Les Mayfield,"Robert Adetuyi,George Gallo","Cedric the Entertainer,Lucy Liu,Nicollette Sheridan,Mark Dacascos",4.60,https://m.media-amazon.com/images/M/MV5BODM0ODg1NDI0NF5BMl5BanBnXkFtZTcwMjk0NzA0MQ@@._V1_SX300.jpg
397,Sabata the Killer,"Sabata and Mangosta are bank robbers, who after a bank job, through a series of events, end up teaming up with the bank clerk, Peter. They then go on the run with Peter's boss and a hired ...","Comedy,Western",NULL,1970,87,"Italian, Spanish","Spain, Italy",Tulio Demicheli,"Tulio Demicheli,Florentino Soria t","Anthony Steffen,Peter Lee Lawrence,Eduardo Fajardo,Alfredo Mayo",5.70,https://m.media-amazon.com/images/M/MV5BMjMzMDUyODY0Nl5BMl5BanBnXkFtZTgwNDMxNTgwODE@._V1_SX300.jpg
398,The Suspended Step of the Stork,A reporter stuck in a border town with an overcrowding of refugees sees a man he believes to be a long lost politician.,"Drama,Romance",NULL,1991,143,"Kurdish, Persian, Turkish, French, English, Greek","France, Greece, Switzerland, Italy",Theodoros Angelopoulos,"Theodoros Angelopoulos t,Theodoros Angelopoulos,Tonino Guerra,Petros Markaris,Dimitris Nollas,Thanassis Valtinos","Marcello Mastroianni,Jeanne Moreau,Gregory Patrick Karr,Ilias Logothetis",7.50,https://m.media-amazon.com/images/M/MV5BMmFlZmFiZTItZGM2My00ZmZlLWI0ZWEtMTMyYjBmMmYxMzM2XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg
399,Father of the Bride Part II,"George Banks must deal not only with the pregnancy of his daughter, but also with the unexpected pregnancy of his wife.","Comedy,Family,Romance",PG,1995,106,English,USA,Charles Shyer,Albert Hackett t,"Steve Martin,Diane Keaton,Martin Short,Kimberly Williams-Paisley",6.10,https://m.media-amazon.com/images/M/MV5BOTEyNzg5NjYtNDU4OS00MWYxLWJhMTItYWU4NTkyNDBmM2Y0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
400,April's Shower,"Alex is throwing a wedding shower for April. What's revealed at this wacky party, though, is that the two women have a history that goes beyond mere friendship.","Comedy,Romance",R,2003,100,English,USA,Trish Doolan,Trish Doolan,"Maria Cina,Trish Doolan,Frank Grillo,Zack Ward",5.00,https://m.media-amazon.com/images/M/MV5BMTYyMzQ4Mjc3Nl5BMl5BanBnXkFtZTcwNTkxMDIzMQ@@._V1_SX300.jpg
401,Gone to Earth,"A beautiful, superstitious, animal-loving Gypsy is hotly desired by a fox-hunting squire even after she marries a clergyman.","Drama,Romance",Not Rated,1950,82,English,"UK, USA","Michael Powell,Emeric Pressburger","Mary Webb t,Michael Powell,Emeric Pressburger","Jennifer Jones,David Farrar,Cyril Cusack,Sybil Thorndike",6.90,https://m.media-amazon.com/images/M/MV5BZmZiYTZmM2MtN2YzOS00NDIyLTg3OTctMmM2ZGJiOWJiYzQ5XkEyXkFqcGdeQXVyMTIyNzY1NzM@._V1_SX300.jpg
402,The Amazing Catfish,"Claudia, a lonely young woman, works in a supermarket. One night, she ends up in the hospital with a severe case of appendicitis. There, she meets Martha, the woman resting in the bed next ...","Comedy,Drama",Not Rated,2013,89,Spanish,"Mexico, France",Claudia Sainte-Luce,Claudia Sainte-Luce,"Lisa Owen,Ximena Ayala,Sonia Franco,Wendy GuillÃ©n",7.00,https://m.media-amazon.com/images/M/MV5BMzUwMTA5OTk3N15BMl5BanBnXkFtZTgwMjU4MDA3MTE@._V1_SX300.jpg
403,Jackie Brown: How It Went Down,Behind the scenes of the underrated Tarantino classic.,"Documentary,Short",NULL,2002,39,English,USA,Gareth O'Neil,NULL,"Quentin Tarantino,Lawrence Bender,Elmore Leonard,Sally Menke",6.70,https://m.media-amazon.com/images/M/MV5BZGFjY2UzMDAtOWM1MC00OTZhLWE2NmUtZTIwMzc2ZjE2OWNlXkEyXkFqcGdeQXVyMjQ0NzE0MQ@@._V1_SX300.jpg
404,All at Sea,A seasick sea Captain commands an amusement pier despite local opposition.,Comedy,Unrated,1957,87,English,UK,Charles Frend,T.E.B. Clarke t,"Alec Guinness,Harry Locke,Frederick Piper,Fred Griffiths",6.80,https://m.media-amazon.com/images/M/MV5BNTU0NDE1ZDMtMmQ0Yi00ODkyLWJlNGMtYTNjMmVhNzYyNGQ5XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
405,Airplane II: The Sequel,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?,"Comedy,Sci-Fi",PG,1982,85,English,USA,Ken Finkleman,Ken Finkleman,"Lloyd Bridges,Raymond Burr,Chuck Connors,Rip Torn",6.20,https://m.media-amazon.com/images/M/MV5BMmVkYjg2MDUtN2ExNi00N2QzLTliOWYtMjAzYWNlYjQ1MWZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
406,Happythankyoumoreplease,"Captures a generational moment - young people on the cusp of truly growing up, tiring of their reflexive cynicism, each in their own ways struggling to connect and define what it means to love and be loved.","Comedy,Drama,Romance",R,2010,100,English,USA,Josh Radnor,Josh Radnor t,"Malin Akerman,Michael Algieri,Bram Barouh,Dana Barron",6.80,https://m.media-amazon.com/images/M/MV5BNTk3NDgwODQ5NF5BMl5BanBnXkFtZTcwMTY5MjMzNA@@._V1_SX300.jpg
407,MVP: Most Valuable Primate,"When Jack, a sign-language-speaking chimp, makes a break for freedom, his talent for ice skating soon turns him into the local hockey team's secret weapon. But the lab officials are closing in.","Comedy,Family,Sport",PG,2000,93,English,"Canada, USA",Robert Vince,"Anne Vince,Robert Vince","Bernie,Louie,Mac,Russell Ferrier",4.10,https://m.media-amazon.com/images/M/MV5BMjMzODAwMDAwOV5BMl5BanBnXkFtZTgwOTYxMDc4ODE@._V1_SX300.jpg
408,Rockabilly Vampire,"A woman obsessed with Elvis Presley is having problems with her job, her landlord and her landlord's scummy son. One day she meets a man who looks and dresses just like Elvis. She ...",Comedy,NULL,1996,90,English,USA,Lee Bennett Sobel,"Paul Gambino,Lee Bennett Sobel","Stephen Blackehart,Paul Stevenson,Margaret Lancaster,Valentine Miele",4.60,https://m.media-amazon.com/images/M/MV5BMTA1NDc3NDE1NTFeQTJeQWpwZ15BbWU3MDMzMTAyNzM@._V1_SX300.jpg
409,Lifted: A Ski Film for the Rest of Us,Celebrating the love we all have for our hometown hill and the sport.,"Documentary,Short,Action,Musical,Sport",NULL,2016,30,English,USA,Oly Mingo,"Oly Mingo,Steve Scott,Graham Tracey",Graham Tracey,8.80,https://m.media-amazon.com/images/M/MV5BZWU0M2FkNmYtMGQzMS00Zjc5LTg4MGItYjVjMGE1NjAyNWMzXkEyXkFqcGdeQXVyMTQ0MDgzMTg@._V1_SX300.jpg
410,Satan Met a Lady,"A double-crossing woman, the two-timing P.I. she hired, the corpulent ""empress of crime"", and a gentleman thief are all after a legendary priceless eighth-century ram's horn.","Comedy,Crime,Mystery",Passed,1936,74,English,USA,William Dieterle,Brown Holmes t,"Bette Davis,Warren William,Alison Skipworth,Arthur Treacher",6.00,https://m.media-amazon.com/images/M/MV5BZmYzZDM4ZmMtYmQxNC00MGI2LWE3Y2UtYmUwMmEzOTc0ODFmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg
411,Whistle Down the Wind,"When an injured wife murderer takes refuge on a remote Lancashire farm, the owners three children mistakenly believe him to be the Second Coming of Christ.","Crime,Drama",Unrated,1961,99,English,UK,Bryan Forbes,Mary Hayley Bell t,"Bernard Lee,Alan Bates,Norman Bird,Diane Clare",7.70,https://m.media-amazon.com/images/M/MV5BZmE5MjEwMGEtZWI4Ni00MGNjLThlMmYtNjgxZDhjYTk5NWI5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg
412,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","Animation,Adventure,Family,Fantasy,Romance",G,1996,82,English,"USA, Ireland","Larry Leker,Paul Sabella",Mark Young t,"Ernest Borgnine,Bebe Neuwirth,Charlie Sheen,Hamilton Camp",5.50,https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
413,Call Me Kuchu,"In Uganda, a new bill threatens to make homosexuality punishable by death. David Kato - Uganda's first openly gay man - and his fellow activists work against the clock to defeat the ...","Documentary,Drama",Not Rated,2012,87,English,"USA, Uganda","Katherine Fairfax Wright,Malika Zouhali-Worrall","Katherine Fairfax Wright,Malika Zouhali-Worrall","David Bahati,David Kato,Gilles Muhame,Naome Ruzindana",7.60,https://m.media-amazon.com/images/M/MV5BMjA5OTE4ODk4NV5BMl5BanBnXkFtZTcwMTE5MTYzNw@@._V1_SX300.jpg
414,Oliver Twist Sadly Twisted,NULL,"Short,Comedy",NULL,1915,NULL,English,USA,NULL,NULL,NULL,4.40,NULL
415,Rush Hour 2: Evolution of a Scene,"A divided into three different segments: ""Chicken Chop"" (5:01), ""The Bomb"" (9:20), and ""Slide For Life"" (5:47). These were some of the best aspects of the DVD, as they provided closer looks...","Documentary,Short",NULL,2001,10,English,USA,NULL,NULL,"Jackie Chan,Brett Ratner,Chris Tucker",2.20,NULL
416,What Dreams May Come,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her.","Drama,Fantasy,Romance",PG-13,1998,113,English,"USA, New Zealand",Vincent Ward,Richard Matheson t,"Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow",7.10,https://m.media-amazon.com/images/M/MV5BNTg5ZWRjNTctNmMyMi00NTJmLTg3YjktMzJlMDRiYWQ0MjMzL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
417,Five Graves to Cairo,In the North African campaign a British straggler manages to pass himself off as a waiter at the hotel commandeered as Rommel's headquarters. He has thoughts of assassinating Rommel but his cover may have an even better use.,"Thriller,War",Approved,1943,96,"English, German",USA,Billy Wilder,Charles Brackett t,"Franchot Tone,Anne Baxter,Akim Tamiroff,Erich von Stroheim",7.30,https://m.media-amazon.com/images/M/MV5BMmE5MWJmMzgtMDg5Yi00YzYyLWIyOWMtYTk3ZGRkNGYyMDQ0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg
418,Fled. Lay. Fell.,"When reaching adulthood, a young woman talks about her days within a dysfunctional family; her fears, wishes and frustrations. That lead her on an unwavering quest for a piece that stubbornly doesn't come.","Short,Drama",NULL,2017,6,Portuguese,Portugal,Bruno Carnide,"CÃ¡tia Biscaia,Bruno Carnide,Antonio Cova t",CÃ¡tia Biscaia,6.90,https://m.media-amazon.com/images/M/MV5BMWFmM2U3YmUtMmI0OC00OGMzLWE5OWUtN2M5YWQ1ZTNlZDZhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg
419,Going Ape!,"When his father - who owned a circus - dies, Foster inherits 5 million dollars - and 3 orangutans. However there's a condition connected to the money: if he gives away the orangutans or ...","Comedy,Crime,Family,Romance",PG,1981,87,English,"USA, UK",Jeremy Joe Kronsberg,Jeremy Joe Kronsberg,"Tony Danza,Jessica Walter,Stacey Nelkin,Danny DeVito",3.70,https://m.media-amazon.com/images/M/MV5BMTUwZjVmZmItYzRhMy00OTIwLWFkOTYtOWJjYWU2MDk1MjdiXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg
420,Afghan Star,"A look at how contestants on the a musical contest program ""Pop Idol"" in Afghanistan risk their lives to appear on the show.","Documentary,Music",Unrated,2009,87,"English, Pushto, Dari",UK,Havana Marking,NULL,"Habib Amiri,Setara Hussainzada,Rafi Naabzada,Lima Sahar",7.30,https://m.media-amazon.com/images/M/MV5BMjIzOTEyMDE3Nl5BMl5BanBnXkFtZTcwNDU5NjU1Mg@@._V1_SX300.jpg
421,Stonehenge Apocalypse,"Archeologists come across an Egyptian chamber, causing an electromagnetic pulse, which comes from Stonehenge, that sends destructive shockwaves around the world. When the pyramids are ...",Sci-Fi,PG-13,2010,90,English,Canada,Paul Ziller,"Paul Ziller,Brad Abraham","Misha Collins,Torri Higginson,Peter Wingfield,David Lewis",4.20,https://m.media-amazon.com/images/M/MV5BMTY4MjkzNDM0N15BMl5BanBnXkFtZTgwNTg4MzA2MDE@._V1_SX300.jpg
422,Airplane II: The Sequel,A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track - again?,"Comedy,Sci-Fi",PG,1982,85,English,USA,Ken Finkleman,Ken Finkleman,"Lloyd Bridges,Raymond Burr,Chuck Connors,Rip Torn",6.20,https://m.media-amazon.com/images/M/MV5BMmVkYjg2MDUtN2ExNi00N2QzLTliOWYtMjAzYWNlYjQ1MWZjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
423,Mystic River: From Page to Screen,NULL,"Documentary,Short",NULL,2004,12,English,USA,NULL,NULL,"Kevin Bacon,Clint Eastwood,Laurence Fishburne,Marcia Gay Harden",5.30,NULL
424,Into the Blue 2: The Reef,A pair of professional divers are hired to find Columbus' hidden treasure.,"Action,Adventure,Thriller",Unrated,2009,92,English,USA,Stephen Herek,Mitchell Kapner,"Chris Carmack,Laura Vandervoort,Marsha Thomason,Michael Graziadei",4.70,https://m.media-amazon.com/images/M/MV5BMjM0ZGRlNzUtMjliNy00YmU4LTg0OGMtNzNlNmY4MzIwZmZlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
425,Pleasure at Her Majesty's,"Pleasure At Her Majesty's (1976) The very first show in what came to be called the ""Secret Policeman's Ball"" series took place over three late nights in April 1976 at Her Majesty's Theatre ...","Documentary,Comedy",Not Rated,1976,85,English,UK,"Roger Graef,Jonathan Miller","Alan Bennett,Graham Chapman,Peter Cook,Michael Frayn,Barry Humphries,Eric Idle,Neil Innes,Terry Jones,Jonathan Miller,Bill Oddie,Michael Palin","Alan Bennett,John Bird,Eleanor Bron,Tim Brooke-Taylor",7.40,https://m.media-amazon.com/images/M/MV5BMTQ3NTAwNzkxNV5BMl5BanBnXkFtZTcwNzg3ODEyMQ@@._V1_SX300.jpg
426,The Perfect World of Kai,"Two different people - the son of a prostitute, and the son of a professional musician - develop a bond of friendship through their love of playing the piano.","Animation,Drama,Family,Fantasy,Music",NULL,2007,101,Japanese,Japan,Masayuki Kojima,RyÃ»ta HÃ´rai t,"Aya Ueto,RyÃ»nosuke Kamiki,Hiroyuki Amano,Mayuko Fukuda",7.10,https://m.media-amazon.com/images/M/MV5BMDc3ZjI3Y2UtZjcxNC00NDA0LTgwOTQtZjEwYmIzZTk1MTM5XkEyXkFqcGdeQXVyMzA3NDI5NTQ@._V1_SX300.jpg
