mID,mName,mDescription,mGenre,mRating,mYear,mRuntime,mLanguage,mCountry,mDirector,mWriter,mActors,mPrice
150,Clear and Present Danger: Behind the Danger,Phillip Noyce talks about how he made Clear and Present Danger with cast & crew interviews.,"Documentary,Short",,2002,26,English,USA,Phillip Noyce,,"Mace Neufeld,Phillip Noyce,Harrison Ford,Donald Moffat",6.6
191,Saw VI: Jigsaw Revealed,,"Documentary,Short",,2010,,English,USA,,,,6.4
206,State and Main: Cast and Crew Interviews,,"Documentary,Short",,2001,13,English,USA,,,"Alec Baldwin,Charles Durning,Philip Seymour Hoffman,William H. Macy",8.8
268,Hidden Agenda: Behind the Scenes,The making of Hidden Agenda (2001).,"Documentary,Short",,2001,16,English,Canada,,,"Paul Barette,Matthieu Chamberland,Brian Fitkin,Jean Frenette",6.4
271,Prince of the City: The Real Story,,"Documentary,Short",,2007,30,,,Laurent Bouzereau,Laurent Bouzereau,"Robert Leuci,Robert Daley,Jay Presson Allen,Sidney Lumet",6.6
283,We Were Soldiers: Getting It Right,,"Documentary,Short",,2002,26,English,USA,,,"Harold G. Moore,Mel Gibson,Randall Wallace,Joseph L. Galloway",6.9
290,The Beguiled: The Storyteller,,"Documentary,Short",,1971,12,English,USA,Clint Eastwood,,Don Siegel,7.2
321,Tamara Drewe: Red Carpet Special,,"Documentary,Short",,2011,22,English,UK,,,"Roger Allam,Lily Allen,Gemma Arterton,Jessica Barden",8.8
328,"Men of War, Interview with Dolph Lundgren",,"Documentary,Short",,2016,5,English,Australia,,,Dolph Lundgren,4.4
409,Blood Ties: The Life and Work of Sally Mann,"An intimate portrait of the photographer and the complex, enigmatic pictures she takes of her children","Documentary,Short",Not Rated,1994,30,English,USA,"Steven Cantor,Peter Spirer",,Sally Mann,7.7
475,Jackie Brown: How It Went Down,Behind the scenes of the underrated Tarantino classic.,"Documentary,Short",,2002,39,English,USA,Gareth O'Neil,,"Quentin Tarantino,Lawrence Bender,Elmore Leonard,Sally Menke",6.7
488,Rush Hour 2: Evolution of a Scene,"A divided into three different segments: ""Chicken Chop"" (5:01), ""The Bomb"" (9:20), and ""Slide For Life"" (5:47). These were some of the best aspects of the DVD, as they provided closer looks...","Documentary,Short",,2001,10,English,USA,,,"Jackie Chan,Brett Ratner,Chris Tucker",4.4
498,Mystic River: From Page to Screen,,"Documentary,Short",,2004,12,English,USA,,,"Kevin Bacon,Clint Eastwood,Laurence Fishburne,Marcia Gay Harden",5.3
560,Big Easy to Big Empty: The Untold Story of the Drowning of New Orleans,"Thousands of New Orleans residents were forced to evacuate when Hurricane Katrina struck in August 2005; filmed a year later, this compelling documentary shows how some of the city's ...","Documentary,Short",Not Rated,2007,28,English,USA,Greg Palast,Greg Palast,Greg Palast,6.7
577,Blue Jasmine: Notes from the Red Carpet,,"Documentary,Short",,2014,,English,USA,,,"Cate Blanchett,Andrew Dice Clay,Peter Sarsgaard",6.6
590,Garfield Gets Real: Animating from the Seoul,"The production team of ""Garfield Gets Real"" reveals the unique challenges of animating a movie from Muncie, Indiana to Burbank, California to Seoul, Korea.","Documentary,Short",,2007,4,English,USA,Joshua Kopple,,"Daniel Chuba,Jim Davis,Youngki Lee,Rob Neal",5.1
622,'Secondhand Lions': One Screenplay's Wild Ride in Hollywood,The story of the screenplay's journey from concept to screen.,"Documentary,Short",,2004,26,English,USA,,,"Andy Chanley,Kevin Cooper,Mark Kaufman,David Kirschner",6.8
624,Righteous Kill: The Thin Blue Line - The Darker Side of the Police Force,Bonus documentary on challenges of police work and corruption in the police force for the film Righteous Kill (2008).,"Documentary,Short",,2008,19,English,USA,,,"Mike Anama,Corty Anderson,T.J. Armstrong,John Carson",8.8
660,"Captain America: The Winter Soldier, Steve Rogers' Notebook",Behind the scenes featurette on Steve Rogers' notebook in Captain America: The Winter Soldier and how it varies from region to region.,"Documentary,Short",,2014,2,English,USA,,,"Anthony Mackie,Nate Moore",7.2
482,Lifted: A Ski Film for the Rest of Us,Celebrating the love we all have for our hometown hill and the sport.,"Documentary,Short,Action,Musical,Sport",,2016,30,English,USA,Oly Mingo,"Oly Mingo,Steve Scott,Graham Tracey",Graham Tracey,2.2
99,100 Bloody Acres: Gag Reel,,"Documentary,Short,Comedy,Horror",,2013,4,English,Australia,,,"Oliver Ackland,Damon Herriman,John Jarratt,Jamie Kristian",6.6
346,Freeheld: The Legacy of Laurel Hester,"In the last weeks of her life, Lieutenant Laurel Hester has one goal - to leave her hard-earned pension to her life partner Stacie. Without it, Stacie will lose their house. For once the law is not on Laurel's side. Time is running out.","Documentary,Short,Drama",,2007,39,English,USA,Cynthia Wade,,,8.8
311,Song of the Open Road: The Story of the Southern California Youth Chorale,"In the tumultuous 60s and 70s, there was a music teacher who had a dream. K. Gene Simmonds dreamt of finding students who were bright, talented and adventurous, molding them into a chorale ...","Documentary,Short,Music",,2019,27,English,USA,Melissa Dowler,,"Don Clay,Douglas Griffin,Robin Hall-Whitmore,Terry William Hamilton",2.2
522,Coach Carter: The Man Behind the Movie,,"Documentary,Short,Sport",,2005,19,English,USA,,,"Ken Carter,Samuel L. Jackson",7
143,Bigger Stronger Faster*,"An examination of America's win-at-all-cost culture from the perspective of bodybuilding and performance enhancing drugs, as it focuses on a pair of siblings chasing their dream.","Documentary,Sport",PG-13,2008,105,English,USA,Chris Bell,"Chris Bell,Alexander Buono,Tamsin Rawady","Chris Bell,Hank Aaron,Lyle Alzado,Joshua Amsden",7.6
67,Blue Jasmine,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...",Drama,PG-13,2013,98,English,USA,Woody Allen,Woody Allen,"Cate Blanchett,Joy Carlin,Richard Conti,Glen Caspillo",7.3
78,Berlin Is in Germany,"When Martin, a former GDR citizen, is released from jail, he lately becomes confronted with the consequences of the German re-unification.",Drama,,2001,99,"German, Russian, French, Spanish, English",Germany,Hannes Stöhr,Hannes Stöhr,"Jörg Schüttauf,Julia Jäger,Robin Becker,Robert Lohr",7
79,About Cherry,"A troubled young woman moves to San Francisco, where she becomes involved in pornography and aligns herself with a cocaine-addicted lawyer.",Drama,R,2012,98,English,USA,Stephen Elliott,"Stephen Elliott,Lorelei Lee","Ashley Hinshaw,Lili Taylor,Dev Patel,Diane Farr",4.8
87,Missing William,Old love and new love collide when a tragic accident brings a woman's childhood sweetheart back into her life.,Drama,PG,2014,90,English,USA,Kenn MacRae,Dan McKinnon t,"Courtney Ford,Brandon Routh,Spencer Grammer,Reid Scott",6.1
146,Taboo-The Unthinkable Act,"In the wake of a tragic emotional event, Angie Dobson is lead to do the unthinkable. She suffers from a history of sexual abuse. Instead of suppressing her feelings, she over indulges to ...",Drama,,2016,120,English,USA,Renee S. Warren Peoples,Bobby Peoples,"Brenda Howard,ChelseyRai S. Standberry,Kelvin Rowe,Michael Gladden",5.5
158,Return to Paradise Lost,,Drama,,1999,116,"English, Czech","Czech Republic, USA",Vojtech Jasný,Vojtech Jasný t,"Vladimír Pucholt,Ingrid Timková,Adam Davidson,Jakub Laurych",4.7
174,Miraculum,"Sometimes, we're just waiting for a miracle. A nurse who is a Jehovah's Witness, grows fond of the miracle survivor of a plane crash. Two sexagenarians, a bartender and a parking lot ...",Drama,,2014,109,French,Canada,Daniel Grou,"Gabriel Sabourin,Gabriel Sabourin","Robin Aubert,Marilyn Castonguay,Violette Chauveau,Sarianne Cormier",5.9
200,Macbeth in Manhattan,"A beloved leader; a scheming, jealous second-in-command; an ambitious wife pushed to mental collapse; a trio of gossiping harpies - the characters in a famous tragedy or the real-life cast of a Broadway play?",Drama,R,1999,97,English,USA,Greg Lombardo,"Joe Gagen,Greg Lombardo,William Shakespeare t","Gloria Reuben,David Lansbury,Nick Gregory,John Glover",5.3
219,Three seasons of love,,Drama,,2019,,Russian,Russia,Stepan Puchinyan,Nikolai Sumenov,"Aglaya Shilovskaya,Yuriy Chursin,Ivan Kolesnikov,Boris Romanov",8.8
235,Killer McCoy,"Following a mishap in the ring, hard-nosed lightweight Tommy Killer McCoy gets mixed-up with a big-time gambler and falls for his educated daughter, Sheila, against her father's better wishes.",Drama,Approved,1947,104,English,USA,Roy Rowland,"Frederick Hazlitt Brennan,George Bruce t","Mickey Rooney,Brian Donlevy,Ann Blyth,James Dunn",6.5
252,Cruel Intentions 2,"This takes place several years before Cruel Intentions (1999), back to when Kathryn first meets Sebastian, their sexual attraction to each other and their enjoyment in destroying the lives of their peers.",Drama,R,2000,87,English,USA,Roger Kumble,Roger Kumble,"Robin Dunne,Sarah Thompson,Keri Lynn Pratt,Amy Adams",4.4
256,Paraiso Travel,"Love drives two young lovers from Medellin, Colombia to seek fortune in New York City, only to find a harsh reality that will put to test their true love for one another.",Drama,R,2008,116,"Spanish, English, French","Colombia, USA",Simon Brand,"Jorge Franco Ramos,Juan Rendon","Louis Arcella,Angelica Blandon,Pedro Capo,Raúl Castillo",7.1
264,Twentynine Palms,"David, an independent photographer, and Katia, an unemployed woman, leave Los Angeles, en route to the southern California desert, where they search a natural set to use as a backdrop for a...",Drama,Unrated,2003,119,"French, English, Russian","France, Germany, USA",Bruno Dumont,Bruno Dumont,"Yekaterina Golubeva,David Wissak",5.3
276,Fanny and Alexander,"Two young Swedish children experience the many comedies and tragedies of their family, the Ekdahls.",Drama,R,1982,188,"Swedish, German, Yiddish, English, French","Sweden, France, West Germany",Ingmar Bergman,Ingmar Bergman,"Kristina Adolphson,Börje Ahlstedt,Pernilla Allwin,Kristian Almgren",8.1
306,Kawasaki's Rose,"Renowned psychiatrist Pavel Josek is singled out to receive a Memory of the Nation medal, however, it transpires that this reputedly morally irreproachable dissident once collaborated ...",Drama,,2009,100,Czech,Czech Republic,Jan Hrebejk,Petr Jarchovský t,"Lenka Vlasáková,Milan Mikulcík,Martin Huba,Daniela Kolárová",7
316,Wendy and Lucy,"Over the summer, a series of unfortunate happening triggers a financial crisis for a young woman and she soon finds her life falling apart.",Drama,R,2008,80,English,USA,Kelly Reichardt,Jonathan Raymond t,"Michelle Williams,Lucy,David Koppell,Max Clement",7.1
325,Toe to Toe,A story about two lacrosse teammates from opposite sides of the track.,Drama,Not Rated,2009,104,English,USA,Emily Abt,Emily Abt,"Sonequa Martin-Green,Samantha Eustace,Louisa Krause,Maha Chehlaoui",5.3
330,The Good Housekeeping Guide,"Things are going badly for Raymond Fox. His high-powered wife, Jenny, has left him for a younger man, and looking after his teenage kids - nerdy Sara (17) and wayward Robinson (15) - and ...",Drama,,2006,,English,UK,Syd Macartney,Tony Basgallop,"Alan Davies,Michelle Gomez,Doon Mackichan,Tamzin Merchant",8.4
351,Shit Year,An actress finds herself adrift after she quits performing.,Drama,Unrated,2010,95,English,USA,Cam Archer,Cam Archer,"Ellen Barkin,Luke Grimes,Bob Einstein,Theresa Randle",5.6
352,Hide in Plain Sight,This was based on a true story. About a man (Caan) who discovers that his ex-wife has disappeared along with their children. It seems that her new boyfriend works for some criminals. After ...,Drama,PG,1980,92,English,USA,James Caan,Leslie Waller t,"James Caan,Jill Eikenberry,Robert Viharo,Joe Grifasi",6.3
381,Another Woman,"Facing a mid-life crisis, a woman rents an apartment next to a psychiatrist's office to write a new book, only to become drawn to the plight of a pregnant woman seeking that doctor's help.",Drama,PG,1988,81,English,USA,Woody Allen,Woody Allen,"Gena Rowlands,Mia Farrow,Ian Holm,Blythe Danner",7.3
383,Tevye and His Seven Daughters,"Russia, 1905. Tuvia is the only Jew living in the village of Antevka. He is very poor but things change when, as a token of gratitude for a service rendered, he is given a cow and some food...",Drama,,1968,120,Hebrew,"Israel, West Germany",Menahem Golan,"Ladislas Fodor t,Menahem Golan,Chaim Hefner","Shmuel Rodensky,Betty Segal,Ninet Dinar,Avital Paz",6.4
399,Love Happens Again,,Drama,,2020,,English,USA,Tee Tunnell Harris,Tee Tunnell Harris,"Sterling Calhoun,LaVeta Cameron,Jordon Campbell,Calvin Cannon Jr.",6.6
405,Poppy Shakespeare,"N has been a day patient at north London's Dorothy Fish day hospital for 13 years - her ambition is never to leave. Then she meets glamourous new patient Poppy Shakespeare, an ad agency receptionist convinced she's not mad.",Drama,,2008,90,English,UK,Benjamin Ross,"Sarah Williams,Clare Allan t","Anna Maxwell Martin,Tessa Peake-Jones,Claire Benedict,Kolade Agboke",7.1
430,Agatha and the Limitless Readings,A dialogue-driven drama about a woman and her brother who meet at a deserted seaside hotel to deal with their passionate incestuous feelings for each other and reminisce about their happy childhood.,Drama,,1981,90,French,France,Marguerite Duras,Marguerite Duras,"Bulle Ogier,Yann Andréa,Marguerite Duras",6.9
493,Complicit,Complicit follows the trail of Edward(David Oyelowo) an MI5 officer desperate to foil what he believes is another 7/7 style atrocity planned by British terror suspect Waleed (Arsher Ali) ...,Drama,TV-14,2013,99,English,UK,Niall MacCormick,Guy Hibbert,"David Oyelowo,Arsher Ali,Rupert Procter,Wahab Sheikh",6.3
504,Still Mine,An elderly couple fight against local authorities in rural New Brunswick to build their final home.,Drama,PG-13,2012,102,English,Canada,Michael McGowan,"Michael McGowan,Marguerite Pigott t","James Cromwell,Chuck Shamata,Geneviève Bujold,Ronan Rees",7.4
517,House of Cards,A Congressman works with his equally conniving wife to exact revenge on the people who betrayed him.,Drama,TV-MA,2013–2018,51,English,USA,,Beau Willimon,"Robin Wright,Michael Kelly,Kevin Spacey,Justin Doescher",8.7
528,Purgatory House,A rebellious and angst-ridden teenager finds a possible chance to redeem herself in the afterlife after prior years of drug addiction and frustration.,Drama,R,2004,97,English,USA,Cindy Baer,Celeste Marie Davis,"Celeste Marie Davis,Jim Hanks,Johnny Pacar,Devin Witt",5.7
543,Officer Down the Next 24 Hours,"""Officer Down-The Next 24 Hours"" is a soon to be episodic TV show describing what a family goes thru after a loved one has been killed in the line of duty. Officer Down follows the family ...",Drama,,2020–,25,English,USA,,,"Kayleigh Auna,Anthony Eller,Lisa Eller,Richard Eller",6.6
